Ensemble_mean,Ensemble_index,NMSE,Mean_Quantile_Loss
False,0,0.01579439757144196,0.42491413969794367
False,1,0.015735569093381866,0.42210618497804964
False,2,0.01568707236530204,0.4199136472722489
False,3,0.015451852805006326,0.4242252537159727
False,4,0.015589219773237925,0.42035478069115434
True,,0.015135981341505565,0.41121476793147466
