Ensemble_mean,Ensemble_index,NMSE,Mean_Quantile_Loss
False,0,0.016222219241751316,0.4348744076529297
False,1,0.016010220949171955,0.4341967173398231
False,2,0.016111509710744067,0.43622315559449654
False,3,0.015828262877261433,0.43743773264193014
False,4,0.01601527606134157,0.43449727868696425
True,,0.015177705721630538,0.4175810421605581
