,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle
169987,0.68001,0.66638,0.68188,0.74827,0.80846,0.82248,0.81668,0.83448,0.63684,0.11666,0.07106,0.08691,33.8
17039,0.36109,0.38042,0.39745,0.4808,0.64565,0.68351,0.67275,0.70482,0.31869,0.00281,0.51157,0.41058,40.42
117428,0.56647,0.52614,0.55683,0.5782,0.61245,0.6298,0.6291,0.64631,0.55139,0.28636,0.13877,0.16782,66.7
139553,0.64584,0.62175,0.64086,0.66989,0.89142,1.0103,0.929,1.036,0.60717,0.20387,0.09178,0.11502,31.66
162654,0.73796,0.69774,0.7312,0.74544,0.77788,0.78922,0.77473,0.79395,0.5344,0.01802,0.05487,0.06827,46.42
116681,0.21919,0.16722,0.18437,0.17574,0.24058,0.29808,0.24958,0.35513,0.01308,0.00107,0.44729,0.23243,82.69
83716,0.35378,0.38603,0.42533,0.55857,0.89625,0.97645,0.96962,0.98859,0.69891,0.04537,0.87096,0.6558,73.37
103833,0.71234,0.6887,0.74839,0.76905,0.82671,0.87904,0.8555,0.95599,0.49963,0.01824,0.05079,0.06522,41.58
173631,0.89466,0.85135,0.88249,0.89046,0.90366,0.91753,0.88687,0.92958,0.78435,0.2142,0.0832,0.10475,39.02
175604,0.41149,0.32974,0.35341,0.37318,0.42047,0.43818,0.42459,0.45498,0.16089,0.00114,0.24621,0.17201,80.83
135090,0.80944,0.77583,0.80245,0.81827,0.84342,0.85575,0.84507,0.86562,0.7688,0.30814,0.13221,0.15762,31.82
87485,0.35575,0.34418,0.45611,0.54362,0.69105,0.77391,0.76282,0.86781,0.18568,0.00119,0.89006,0.66259,81.9
165286,0.74463,0.70285,0.73315,0.74674,0.75427,0.75713,0.75256,0.75896,0.6095,0.07772,0.06901,0.08711,35.28
127311,0.30586,0.30075,0.28581,0.39242,0.69371,0.74156,0.73579,0.75395,0.51575,0.06216,0.45861,0.35571,72.13
77802,0.38565,0.55406,0.5304,0.79187,0.98538,0.99406,0.96377,1.00103,0.49979,0.00257,0.94455,0.69335,38.87
15302,0.68881,0.65198,0.69374,0.71483,0.75255,0.77696,0.76073,0.79873,0.58736,0.1498,0.65648,0.56005,59.65
144979,0.59821,0.53476,0.58244,0.61425,0.63124,0.63681,0.63731,0.64259,0.55646,0.11951,0.12401,0.14632,75.73
187370,0.37389,0.38146,0.446,0.48952,0.57362,0.61536,0.63254,0.66263,0.44399,0.01637,0.70997,0.48502,32.8
623,0.53178,0.49438,0.53451,0.56971,0.65743,0.69233,0.68865,0.71366,0.50474,0.13753,0.56174,0.46061,65.61
179407,0.75752,0.72346,0.76005,0.76493,0.8178,0.87327,0.83014,0.94439,0.49879,0.03558,0.07104,0.08789,36.52
59952,0.27461,0.34804,0.37879,0.53038,0.85528,0.94124,0.93847,0.9848,0.51127,0.00312,0.86621,0.64558,66.69
6356,0.17607,0.20352,0.25774,0.29809,0.4233,0.45568,0.43202,0.47272,0.12244,0.00082,0.4188,0.31112,65.63
38200,0.98383,0.92794,0.98428,0.9958,1.01249,1.02364,1.00049,1.0349,0.5799,0.0116,0.95663,0.87005,49.31
146512,0.43398,0.40433,0.4478,0.50723,0.54636,0.56519,0.56321,0.58257,0.37358,0.03191,0.13159,0.15682,76.16
151960,0.28107,0.1941,0.18977,0.19424,0.19377,0.19,0.18224,0.18475,0.10059,0.00274,0.14503,0.11551,83.19
104409,0.33769,0.26627,0.32266,0.35362,0.42175,0.46161,0.44769,0.50687,0.13456,0.00141,0.18792,0.1855,84.6
47938,0.48611,0.50159,0.4975,0.56132,0.75318,0.82672,0.75499,0.88622,0.13957,0.00034,0.68859,0.39834,40.35
176028,0.72192,0.65797,0.70898,0.72749,0.74402,0.75393,0.73816,0.76078,0.5649,0.08867,0.11389,0.13399,72.72
166054,0.88042,0.83331,0.8681,0.87966,0.90662,0.9271,0.9233,0.95319,0.79515,0.22599,0.11289,0.13391,38.42
43236,0.42775,0.41883,0.4476,0.48235,0.51335,0.52521,0.52065,0.53677,0.34062,0.01774,0.45679,0.39498,45.66
38112,0.62362,0.56137,0.60026,0.62421,0.67896,0.70326,0.69146,0.71895,0.39125,0.01184,0.56467,0.46695,70.76
129886,0.57533,0.557,0.57903,0.6119,0.67908,0.70008,0.70473,0.71383,0.63204,0.25852,0.12161,0.14882,40.21
154832,0.82529,0.78622,0.81038,0.7957,0.8469,0.89159,0.81491,0.9276,0.46766,0.03793,0.07675,0.09596,33.75
148878,0.45111,0.42163,0.44018,0.47102,0.53527,0.56048,0.53732,0.583,0.23747,0.00254,0.10245,0.11955,70.76
48287,0.42935,0.43404,0.4743,0.50918,0.67426,0.75769,0.68922,0.82767,0.29054,0.04623,0.60654,0.3643,50.54
197936,0.65025,0.62118,0.65535,0.6602,0.68846,0.69706,0.6712,0.69989,0.32234,0.0015,0.24553,0.2225,31.08
134226,0.25311,0.33472,0.35696,0.45695,0.76579,0.86893,0.78661,0.91776,0.07893,0.00028,0.37342,0.26552,41.69
176246,0.40798,0.40675,0.42831,0.44731,0.52501,0.55934,0.52076,0.57812,0.29876,0.11483,0.44693,0.31579,41.7
59415,0.22428,0.23134,0.29455,0.32257,0.36314,0.3901,0.40407,0.42985,0.27813,0.00638,0.68147,0.63869,41.57
16212,0.61874,0.59898,0.64737,0.62634,0.72313,0.78048,0.70139,0.80775,0.09123,0.00034,0.67597,0.50969,50.53
113821,0.44155,0.43885,0.52145,0.62146,0.77629,0.82233,0.79704,0.83338,0.47967,0.07677,0.14774,0.17548,74.26
75293,0.13796,0.14061,0.13641,0.15947,0.25548,0.2913,0.25905,0.31491,0.01658,0.00026,0.32689,0.21854,51.73
38521,0.54344,0.58026,0.59023,0.64106,0.91781,1.03604,0.85736,1.09583,0.27129,0.03234,0.63409,0.35511,31.99
163691,0.80791,0.77116,0.79745,0.83207,0.90543,0.93121,0.8705,0.94616,0.75017,0.26038,0.11936,0.14142,53.35
39057,0.37009,0.33939,0.36731,0.42712,0.57028,0.63272,0.65473,0.68876,0.45937,0.05914,0.42742,0.27062,69.3
161665,0.37306,0.36808,0.38232,0.42938,0.53148,0.56138,0.56539,0.59247,0.36777,0.02408,0.21294,0.21873,46.82
111528,0.15451,0.13986,0.16443,0.1945,0.26012,0.28051,0.28247,0.29149,0.19376,0.00732,0.2238,0.16014,68.24
158077,0.69306,0.6889,0.7189,0.72471,0.81751,0.90675,0.82309,1.00189,0.51236,0.11239,0.06733,0.08568,37.24
115357,0.85616,0.81408,0.84549,0.85189,0.87409,0.88205,0.86147,0.881,0.6029,0.04836,0.07423,0.09309,33.19
123459,0.7231,0.66722,0.71056,0.7318,0.74029,0.74315,0.74368,0.74587,0.70874,0.25213,0.1128,0.13702,68.05
38993,0.4028,0.31918,0.33112,0.30713,0.35822,0.39579,0.34287,0.41986,0.01995,0.00078,0.30301,0.17807,80.3
316,0.68536,0.64519,0.68979,0.70236,0.72821,0.74961,0.7304,0.77429,0.45357,0.03397,0.58954,0.47538,59.13
7697,0.39689,0.43728,0.45359,0.57569,0.81594,0.83365,0.817,0.84007,0.50006,0.01603,0.7642,0.55882,66.56
184518,0.85952,0.81804,0.84261,0.85409,0.85819,0.85832,0.85449,0.85622,0.81943,0.35526,0.15666,0.18461,36.57
10941,0.44436,0.45121,0.51904,0.52067,0.68217,0.82947,0.74158,0.9634,0.09195,0.00032,0.83168,0.55586,52.85
70635,0.19683,0.25828,0.24938,0.37673,0.64348,0.69608,0.66674,0.71662,0.21786,0.00033,0.43506,0.30041,51.72
178567,0.63021,0.6035,0.63728,0.65709,0.68234,0.69256,0.69258,0.6949,0.63091,0.13993,0.08803,0.10811,34.9
36132,0.21093,0.28353,0.22882,0.40289,0.8027,0.89416,0.85958,0.92856,0.28222,0.0006,0.39356,0.2251,40.08
125546,0.48528,0.52062,0.58695,0.66074,0.8036,0.86482,0.86589,0.93011,0.50163,0.14274,0.45444,0.49084,41.96
69915,0.28438,0.27092,0.35873,0.40473,0.51391,0.56429,0.55297,0.62022,0.14473,0.00108,0.75869,0.57423,80.0
80777,0.22464,0.25788,0.38557,0.49765,0.58782,0.62803,0.65135,0.66995,0.56674,0.15166,0.57594,0.46374,51.28
10900,0.61594,0.47173,0.52181,0.54082,0.55766,0.56513,0.54236,0.57012,0.27862,0.00736,0.37482,0.27011,83.02
34266,0.62879,0.5497,0.59375,0.62023,0.6472,0.66636,0.67916,0.71047,0.495,0.0662,0.53106,0.43942,74.1
155992,0.23078,0.26849,0.25471,0.32085,0.57292,0.65641,0.58435,0.68384,0.04844,0.00032,0.35415,0.22476,55.27
88009,0.29618,0.26503,0.32398,0.38016,0.55209,0.61344,0.62985,0.66151,0.44361,0.0143,0.73505,0.61533,79.71
184978,0.44612,0.32263,0.36048,0.40436,0.4715,0.49959,0.49853,0.52278,0.27501,0.00856,0.24919,0.16885,84.91
33594,0.29897,0.28849,0.30372,0.32036,0.35206,0.36681,0.36195,0.38295,0.20234,0.01411,0.37765,0.295,42.86
19977,0.57287,0.55598,0.58829,0.62649,0.76453,0.8153,0.79253,0.8416,0.46457,0.04953,0.67671,0.55979,51.51
95503,0.29448,0.28769,0.40626,0.51039,0.71014,0.80055,0.8342,0.88851,0.53878,0.00786,0.8042,0.57318,81.99
76250,0.18056,0.15533,0.16307,0.15175,0.20942,0.2498,0.2157,0.27652,0.00734,0.0004,0.2737,0.18145,70.77
71782,0.47714,0.48795,0.59992,0.77119,0.92651,0.94851,0.92538,0.97409,0.43166,0.00176,0.89987,0.84798,80.66
26647,0.58723,0.5923,0.62827,0.63614,0.69481,0.75573,0.68491,0.81693,0.23113,0.00327,0.62472,0.3595,50.38
32543,0.8201,0.78626,0.83234,0.84365,0.87212,0.88983,0.87294,0.91193,0.48009,0.00679,0.75193,0.59589,38.46
27745,0.46042,0.35456,0.38015,0.37398,0.40111,0.4191,0.38362,0.43408,0.06353,0.00108,0.40288,0.30807,82.25
46245,0.49292,0.38354,0.42324,0.44991,0.4603,0.46396,0.46073,0.46892,0.34239,0.0409,0.42041,0.34987,83.09
124868,0.38732,0.3617,0.38235,0.40617,0.45087,0.46388,0.46627,0.47352,0.40684,0.19576,0.16312,0.17789,57.1
138034,0.31748,0.35492,0.44762,0.58834,0.8086,0.86702,0.85717,0.88897,0.5405,0.06852,0.57611,0.47612,70.65
80344,0.26264,0.29134,0.27285,0.3669,0.65337,0.75499,0.71441,0.83223,0.10171,0.0004,0.8859,0.57967,62.19
60608,0.22022,0.27084,0.35759,0.4161,0.4761,0.52695,0.55516,0.61187,0.28902,0.00095,0.96054,0.80933,31.94
121332,0.52919,0.46505,0.50434,0.53305,0.55375,0.55929,0.55894,0.56452,0.47327,0.07509,0.09089,0.10941,76.8
192023,0.54687,0.5446,0.56123,0.60502,0.71968,0.76393,0.71027,0.78979,0.35948,0.03152,0.28656,0.30333,47.12
92168,0.25366,0.30681,0.30892,0.45296,0.81885,0.8946,0.89519,0.92029,0.59541,0.01621,0.61902,0.37663,51.17
11815,0.54904,0.52787,0.5566,0.59999,0.79449,0.8684,0.87628,0.92204,0.56343,0.06493,0.58595,0.35526,51.67
187341,0.88298,0.83342,0.86666,0.86251,0.87366,0.88062,0.84997,0.88011,0.66094,0.11451,0.07491,0.09453,48.43
143962,0.46585,0.43792,0.4761,0.51499,0.57485,0.59825,0.60723,0.62449,0.47834,0.03047,0.09793,0.12074,64.85
123245,0.68865,0.65168,0.67429,0.70952,0.77091,0.79608,0.78281,0.81651,0.66908,0.29277,0.14812,0.17571,62.57
82181,0.23641,0.1929,0.20993,0.26906,0.36118,0.38903,0.36676,0.40451,0.08135,0.00167,0.2517,0.17574,82.96
128289,0.82574,0.78195,0.81371,0.8251,0.83716,0.84078,0.83001,0.83977,0.73346,0.12549,0.07826,0.09367,38.81
178502,0.77207,0.72882,0.76261,0.77994,0.8038,0.80934,0.80358,0.81147,0.64269,0.04894,0.06379,0.07976,32.95
39904,0.68038,0.65018,0.68834,0.70032,0.72059,0.73488,0.71845,0.75101,0.37549,0.00951,0.51961,0.34135,42.97
130569,0.60304,0.55371,0.58867,0.62507,0.71901,0.76536,0.77728,0.78637,0.7297,0.27213,0.12769,0.15281,72.97
25835,0.33994,0.3234,0.33878,0.44377,0.57364,0.59991,0.60367,0.62801,0.40329,0.01374,0.54456,0.40017,77.76
91080,0.17449,0.10982,0.08665,0.07325,0.07333,0.07345,0.05917,0.06915,0.00709,0.00078,0.04391,0.02711,81.33
5677,0.25806,0.24423,0.23809,0.24925,0.36811,0.42935,0.37995,0.47503,0.0229,0.00033,0.44925,0.27284,63.51
145272,0.56077,0.54798,0.55726,0.61554,0.89719,1.01579,0.97948,1.01887,0.54733,0.02068,0.06836,0.08545,40.22
61107,0.12097,0.12127,0.14824,0.15119,0.18414,0.20696,0.19011,0.23012,0.01648,0.00027,0.28422,0.19585,31.4
158576,0.79018,0.74638,0.7767,0.79381,0.80151,0.802,0.80211,0.80225,0.78956,0.32813,0.14636,0.17151,53.31
192504,0.72125,0.66747,0.70381,0.71926,0.75538,0.78342,0.75432,0.80442,0.6144,0.14035,0.12043,0.14511,68.06
6102,0.21784,0.22584,0.21087,0.25099,0.40954,0.46814,0.40978,0.49438,0.02418,0.00035,0.34244,0.21805,51.23
15128,0.51307,0.50942,0.57343,0.62412,0.79898,0.89118,0.91942,0.97661,0.58068,0.02319,0.73533,0.43871,43.16
177659,0.59004,0.45952,0.53041,0.5562,0.58646,0.5982,0.57239,0.60548,0.22618,0.00163,0.06586,0.07453,83.58
35401,0.45751,0.42636,0.45177,0.46289,0.54475,0.5909,0.53994,0.62324,0.21822,0.00229,0.59899,0.46303,70.33
167256,0.74067,0.67486,0.72553,0.74856,0.75978,0.76763,0.7627,0.77782,0.68189,0.24491,0.1298,0.15144,71.22
119341,0.83696,0.79375,0.82638,0.83435,0.8519,0.86852,0.84282,0.88828,0.72512,0.15944,0.0715,0.09055,47.89
45791,0.67801,0.64882,0.68501,0.70989,0.74831,0.77106,0.75322,0.78817,0.58697,0.1635,0.60937,0.49847,52.18
164153,0.56902,0.5551,0.60319,0.63935,0.7593,0.83312,0.83412,0.9083,0.36897,0.00274,0.31187,0.31278,48.74
54619,0.2499,0.26559,0.31287,0.38639,0.62609,0.71045,0.73325,0.76394,0.56,0.03959,0.68321,0.45361,60.28
43481,0.67635,0.64147,0.67993,0.69972,0.80102,0.83509,0.76183,0.85974,0.39822,0.02209,0.57938,0.45428,63.1
67857,0.24934,0.28642,0.35728,0.45716,0.67739,0.77094,0.79375,0.88887,0.3106,0.00044,0.94736,0.68763,50.7
124646,0.46736,0.36718,0.41434,0.43968,0.49811,0.5258,0.48957,0.54254,0.14938,0.00113,0.08157,0.09221,84.2
127348,0.53729,0.45873,0.50826,0.53304,0.58513,0.61428,0.58274,0.62961,0.30145,0.00531,0.08705,0.10317,81.01
63402,0.34802,0.42606,0.55845,0.62458,0.82043,0.9034,0.83876,0.95157,0.14907,0.00029,0.79428,0.55948,38.55
54278,0.46895,0.58157,0.7958,0.86459,0.97457,0.98958,0.94335,1.00032,0.35772,0.00051,0.95235,0.9116,36.34
27267,0.49708,0.46844,0.4725,0.47718,0.6585,0.72859,0.60312,0.76564,0.01863,0.00045,0.55435,0.30663,70.74
115326,0.74735,0.70387,0.73557,0.74714,0.76942,0.78435,0.76646,0.80016,0.57539,0.04215,0.06506,0.08248,56.62
147245,0.73453,0.70762,0.73157,0.77781,0.89478,0.93997,0.9553,0.97447,0.83704,0.32729,0.15781,0.18658,50.19
31262,0.63628,0.60631,0.6582,0.68232,0.7135,0.72953,0.72586,0.74453,0.52636,0.05717,0.6747,0.56425,51.93
34144,0.31524,0.23336,0.24829,0.26521,0.29778,0.31099,0.29078,0.32233,0.07931,0.0012,0.28175,0.21581,84.17
169298,0.67311,0.63761,0.67685,0.69728,0.73131,0.74772,0.73125,0.75893,0.44506,0.02152,0.18049,0.17765,53.94
132856,0.5979,0.47142,0.54257,0.58608,0.60008,0.60324,0.60291,0.60583,0.55856,0.20471,0.13251,0.15098,84.23
91476,0.17831,0.20433,0.20989,0.25831,0.3643,0.39417,0.3915,0.40653,0.23688,0.00332,0.37441,0.28374,46.71
60554,0.31342,0.36621,0.36274,0.46668,0.71764,0.78394,0.74467,0.82294,0.18165,0.00045,0.63664,0.43112,32.75
193836,0.55497,0.50798,0.54999,0.58297,0.6488,0.6802,0.69423,0.71998,0.52727,0.02611,0.1462,0.17105,67.43
139060,0.26832,0.21969,0.22131,0.22527,0.22714,0.22544,0.22003,0.22322,0.1574,0.0173,0.10975,0.11264,74.66
131081,0.74805,0.71391,0.7573,0.77884,0.83859,0.89031,0.8588,0.93828,0.55812,0.07265,0.08362,0.10228,55.58
147247,0.74466,0.73849,0.8215,0.84898,0.92167,0.94677,0.87779,0.96033,0.52976,0.08891,0.10791,0.12969,54.76
177529,0.6046,0.50786,0.56625,0.60248,0.61959,0.62455,0.62449,0.62878,0.58844,0.22581,0.11311,0.13345,81.81
56930,0.38032,0.49443,0.65967,0.77797,0.92869,0.98489,0.93666,0.99793,0.33878,0.00048,0.9494,0.66894,50.46
82286,0.28461,0.3457,0.39171,0.52783,0.82334,0.91911,0.93229,0.99648,0.42713,0.00092,0.9456,0.82484,55.94
55740,0.87135,0.78523,0.8848,0.89997,0.93568,0.96064,0.91899,0.98371,0.33355,0.00084,0.12717,0.17921,77.51
185969,0.89701,0.8513,0.88171,0.86593,0.89245,0.92626,0.86657,0.95237,0.5294,0.04002,0.07224,0.09079,33.66
144535,0.66723,0.58779,0.64074,0.67197,0.69252,0.70164,0.70488,0.70967,0.67248,0.24739,0.11265,0.13448,77.86
121159,0.39887,0.39685,0.50772,0.59815,0.69057,0.73072,0.70199,0.74888,0.33326,0.01896,0.14567,0.16839,68.5
51031,0.33453,0.45017,0.53159,0.66044,0.75471,0.80826,0.80515,0.87366,0.32252,0.00058,0.83192,0.63387,54.09
173876,0.85544,0.81207,0.84156,0.85607,0.86567,0.86671,0.86386,0.86477,0.82073,0.28813,0.107,0.13061,36.22
37240,0.77445,0.69236,0.73151,0.71611,0.73917,0.76398,0.7168,0.78066,0.42415,0.04386,0.56801,0.48435,70.29
111947,0.85235,0.81286,0.84858,0.86473,0.92715,0.95415,0.89508,0.97162,0.79217,0.28,0.11582,0.14242,40.83
70832,0.18407,0.20638,0.22599,0.28735,0.42636,0.46549,0.47441,0.4889,0.38111,0.04454,0.41835,0.28543,59.45
65118,0.57096,0.64335,0.76758,0.73621,0.84596,0.93261,0.78314,0.98052,0.02317,0.00042,0.84225,0.43832,67.41
113568,0.27611,0.33677,0.28873,0.42746,0.72947,0.82233,0.71178,0.87439,0.10319,0.00153,0.26216,0.1663,41.72
189771,0.67805,0.65166,0.68713,0.69037,0.71224,0.72631,0.70167,0.73144,0.52854,0.09256,0.06345,0.08104,40.29
24963,0.59814,0.49865,0.54094,0.56094,0.58939,0.61538,0.61055,0.64658,0.3137,0.00704,0.47329,0.3875,78.99
196031,0.86519,0.8266,0.85319,0.86323,0.90171,0.95023,0.88503,0.98115,0.78392,0.27574,0.09725,0.12106,38.97
20407,0.24251,0.24112,0.2398,0.29974,0.41669,0.44264,0.43963,0.45559,0.27871,0.01197,0.39591,0.29494,71.69
44481,0.5169,0.44678,0.48253,0.50778,0.53767,0.55226,0.54585,0.56418,0.45577,0.21053,0.42354,0.32564,78.05
182883,0.18627,0.18946,0.19501,0.23388,0.3532,0.38093,0.38758,0.3964,0.33288,0.07124,0.28968,0.2475,35.09
120110,0.55836,0.5028,0.55029,0.56894,0.58257,0.59093,0.58475,0.60182,0.38798,0.02842,0.11027,0.13208,73.34
84288,0.40127,0.43159,0.44332,0.53668,0.80827,0.86255,0.81232,0.87469,0.24557,0.00054,0.76333,0.52842,53.03
166206,0.57144,0.55448,0.57019,0.56845,0.64895,0.69175,0.62566,0.71669,0.17121,0.00114,0.12414,0.14233,42.26
163496,0.37349,0.37183,0.44086,0.50191,0.6541,0.71424,0.71402,0.7524,0.39515,0.02066,0.48799,0.37293,64.18
164435,0.62105,0.54642,0.57321,0.52862,0.5684,0.60765,0.53883,0.63519,0.06581,0.00041,0.52776,0.4051,72.99
170656,0.86539,0.82255,0.85345,0.8691,0.88074,0.88249,0.87987,0.88137,0.85248,0.36083,0.15097,0.17866,40.91
187961,0.73788,0.66167,0.71134,0.72931,0.73776,0.73989,0.72909,0.74014,0.60727,0.10059,0.08481,0.10445,75.18
42811,0.63415,0.58352,0.61826,0.64378,0.67658,0.70533,0.68607,0.73551,0.57529,0.30861,0.44759,0.31796,69.42
197894,0.81301,0.76109,0.79686,0.80909,0.81906,0.82215,0.80901,0.82145,0.7064,0.16381,0.08022,0.10067,58.87
125763,0.40781,0.50851,0.57789,0.80324,1.00318,1.02031,0.96703,1.03339,0.37182,0.00232,0.36001,0.31534,41.19
78182,0.1415,0.18265,0.13521,0.22672,0.34837,0.3817,0.34114,0.39527,0.03387,0.00035,0.25184,0.14151,33.63
120630,0.83086,0.77802,0.81302,0.826,0.82897,0.82729,0.82149,0.82301,0.75599,0.22497,0.08996,0.11206,58.86
62881,0.32395,0.33022,0.37098,0.43037,0.55774,0.60783,0.62119,0.67181,0.32066,0.0011,0.81679,0.62201,61.88
108721,0.68339,0.63335,0.70715,0.73573,0.79624,0.82316,0.76939,0.83746,0.62299,0.16821,0.08314,0.1031,70.15
100760,0.97325,0.89855,0.91912,0.86668,0.88655,0.91624,0.85192,0.93378,0.6646,0.1126,0.07872,0.09924,48.6
43369,0.25572,0.2502,0.27364,0.28254,0.30402,0.32664,0.3271,0.35665,0.13948,0.00074,0.47793,0.37516,34.97
115344,0.67648,0.6556,0.67635,0.7142,0.79068,0.81963,0.8235,0.83177,0.72562,0.22616,0.09962,0.12265,43.66
4850,0.43524,0.43232,0.47037,0.55484,0.66822,0.69161,0.67916,0.70224,0.40598,0.01471,0.49345,0.29854,69.16
156077,0.30585,0.30841,0.31748,0.37968,0.59613,0.64545,0.61805,0.65593,0.24843,0.00319,0.20395,0.17705,65.27
176156,0.39252,0.37938,0.39965,0.39117,0.49977,0.5738,0.50612,0.63239,0.12174,0.00968,0.26629,0.1998,57.49
64212,0.14704,0.13718,0.14032,0.16683,0.28114,0.3229,0.2987,0.34137,0.04106,0.0005,0.20163,0.13,62.4
156326,0.91685,0.86711,0.89591,0.89819,0.902,0.8993,0.88084,0.88971,0.73755,0.10911,0.08445,0.10462,33.5
30218,0.44893,0.47873,0.50656,0.51523,0.64874,0.71682,0.64576,0.75267,0.07734,0.00038,0.61064,0.35347,42.65
93604,0.38789,0.45177,0.54552,0.68604,0.95658,0.9963,0.98548,1.00074,0.72968,0.05697,0.64827,0.35323,42.09
152913,0.36197,0.3591,0.43214,0.47386,0.53767,0.56269,0.56895,0.5802,0.47674,0.1679,0.36977,0.36573,57.33
4435,0.43323,0.37473,0.41509,0.4632,0.54061,0.57872,0.54631,0.59954,0.18734,0.00153,0.34162,0.20047,80.48
132787,0.61819,0.5456,0.5958,0.61823,0.66436,0.6867,0.664,0.70321,0.36951,0.0052,0.0686,0.08341,77.19
27072,0.57365,0.50342,0.53302,0.59859,0.67859,0.68572,0.66135,0.69065,0.34962,0.01362,0.46772,0.36518,76.23
184400,1.00349,0.9345,0.96686,0.88864,0.93542,0.99179,0.87255,1.03056,0.47178,0.16157,0.40747,0.37709,40.35
56199,0.32253,0.29077,0.36261,0.3794,0.45281,0.51313,0.49254,0.59676,0.05475,0.00109,0.81247,0.63018,79.74
21801,0.63742,0.62368,0.66799,0.70566,0.77298,0.79703,0.79455,0.82269,0.54881,0.06869,0.62403,0.4705,40.62
158007,0.57396,0.56141,0.58903,0.63906,0.78607,0.85719,0.77657,0.89716,0.41683,0.04208,0.07774,0.09547,58.57
3717,0.67631,0.64208,0.66543,0.62203,0.70248,0.76631,0.67572,0.81185,0.06323,0.00035,0.65874,0.47991,57.13
115517,0.70139,0.66312,0.6949,0.72088,0.81029,0.86226,0.83527,0.89232,0.68946,0.35001,0.15371,0.18397,59.46
70828,0.32119,0.31629,0.41339,0.46498,0.72655,0.84809,0.67708,0.93034,0.01705,0.00141,0.79776,0.36795,84.46
50814,0.27438,0.32337,0.35172,0.42728,0.60264,0.63267,0.60324,0.63068,0.2551,0.00061,0.50334,0.35659,53.87
190615,0.70894,0.6486,0.68185,0.63367,0.67623,0.71777,0.63938,0.74418,0.14649,0.00086,0.21443,0.21868,66.97
91417,0.16096,0.14245,0.14676,0.17556,0.26825,0.29102,0.29052,0.29979,0.18527,0.00448,0.26991,0.20697,69.26
472,0.46614,0.42628,0.45075,0.47351,0.52391,0.55286,0.52839,0.58141,0.31881,0.04783,0.50378,0.37045,72.54
164202,0.88295,0.83648,0.87375,0.88771,0.89729,0.90224,0.89382,0.91156,0.76888,0.1934,0.11065,0.13487,43.55
64727,0.27317,0.295,0.37593,0.42159,0.5264,0.59861,0.55474,0.6699,0.04806,0.00064,0.63153,0.43589,74.41
43072,0.42411,0.409,0.43558,0.45168,0.49849,0.5226,0.50576,0.54048,0.352,0.17326,0.4463,0.32568,31.27
63255,0.22321,0.25385,0.299,0.39511,0.61508,0.67744,0.6848,0.72421,0.38238,0.00257,0.55,0.36595,58.25
6800,0.7411,0.63792,0.66209,0.58697,0.63488,0.68754,0.58504,0.71534,0.03218,0.00061,0.25503,0.17146,73.73
3920,1.06613,1.01073,1.06033,1.06451,1.08202,1.09305,1.06141,1.10247,0.55096,0.00261,0.53198,0.61829,33.56
129003,0.39712,0.38024,0.41827,0.45553,0.56349,0.61267,0.57718,0.64816,0.23152,0.00799,0.15304,0.16748,70.79
23705,0.44873,0.38029,0.40721,0.44105,0.50894,0.53297,0.52768,0.55442,0.26439,0.0027,0.34063,0.20906,77.77
91979,0.41406,0.35126,0.44278,0.49417,0.60763,0.66476,0.63944,0.7155,0.14853,0.00132,0.65691,0.45641,83.84
24189,0.9323,0.89588,0.93655,0.94943,0.96388,0.97407,0.96018,0.98151,0.72052,0.12227,0.75615,0.62211,34.7
56581,0.23239,0.22142,0.26926,0.37379,0.52952,0.59555,0.60315,0.66941,0.20974,0.00123,0.53008,0.32145,79.55
32149,0.96864,0.98292,1.00446,0.91652,0.96227,1.02473,0.90597,1.0648,0.24467,0.00034,0.74997,0.57692,39.64
66875,0.21575,0.16257,0.14959,0.17544,0.26208,0.28732,0.26961,0.29873,0.0557,0.00144,0.17193,0.12814,81.47
16588,0.43956,0.36879,0.39452,0.41735,0.44144,0.4551,0.44199,0.46811,0.26244,0.02531,0.34428,0.23693,79.57
175822,0.31617,0.33474,0.32527,0.39223,0.46601,0.4895,0.4824,0.51449,0.27942,0.06391,0.20198,0.20763,46.43
12087,0.44141,0.38314,0.40043,0.41864,0.45029,0.45936,0.45534,0.46512,0.32163,0.01806,0.4143,0.37204,71.09
87538,0.33264,0.41977,0.50637,0.53577,0.82129,0.95142,0.8171,0.98986,0.04005,0.00027,0.92278,0.66024,44.12
196943,0.48141,0.40743,0.44485,0.45101,0.5118,0.54665,0.50526,0.56623,0.17196,0.00177,0.13221,0.14388,80.65
24562,0.53611,0.52035,0.53348,0.51044,0.58149,0.63571,0.56848,0.68201,0.05895,0.0003,0.54554,0.32764,41.59
26617,0.33692,0.28902,0.29903,0.32239,0.36802,0.38801,0.37753,0.40515,0.21408,0.02667,0.35565,0.28757,77.56
191039,0.89562,0.84738,0.88127,0.8874,0.90117,0.91322,0.88296,0.91228,0.75951,0.15983,0.07995,0.10053,51.55
57266,0.27452,0.21761,0.26445,0.28315,0.50999,0.6555,0.54861,0.76478,0.0162,0.00127,0.71547,0.35184,84.49
